sample_id,target,a1,a2,a3,a4,a5,a6,a7,a8
,,,,,,,,,
1,Sb1,-0.46232895468767143,14.010130996608027,10.571188776350139,2.327293997221199,0.11836146347456239,2.6413335529170228,-0.22501679842725614,1.0624927510992173
2,Sb1,4.454146162533259,7.316710773465834,7.065104123308562,1.674909507730948,0.12263417969596901,1.979322004415753,0.3086683749727033,1.0676764057974892
3,Sb1,2.1270182878370196,42.099216766177,11.494648427532102,5.573890520156726,-1.0041274299550274,0.5919756629208235,-0.19991057399604997,0.502267019461211
4,Sb1,0.4068730881009182,8.40342874277599,6.875019844967771,2.293803488178395,-0.71409003680834,1.609275102206861,-0.2779887217658043,0.6865237791621106
5,Sb1,5.770058757978501,3.537940473277029,13.583878975352542,2.661281049461381,-1.0697984254867907,0.40400483094671447,-0.06730458708198232,0.14406877602876103
6,Sb1,1.8239110937888843,8.080166349151009,8.516490335894074,4.146228600913574,-0.479941831425648,2.5977163121863986,0.19202029034768375,0.7518258238910679
7,Sb1,1.3723648480911912,10.087099831217632,9.360151757041718,4.029239221936335,-0.5814985764939791,1.3293643292185031,0.021783886229815357,0.7240336909172095
8,Sb1,3.717203471189212,18.269596250208608,10.927670815289433,3.6722111180544936,-1.1277992279040863,0.23467167945182954,-0.08108304603594632,0.35357252657494964
9,Sb1,-6.162822761312815,11.166314606985075,13.372129767599885,0.9379233287386627,-0.7128340589072333,0.07097988947789599,-0.051608268760336154,0.25588198366243775
10,Sb1,-1.965502950829413,29.935166501146547,12.40612884844022,6.269967071674781,-0.7394622462827551,1.3583428029774371,0.04091831853774023,0.6866118474529951
11,Sb1,0.4677564104529506,5.420324644398973,10.390734212749173,3.833461177545284,-1.0532537082942244,0.43948746019826607,-0.26903147627226476,0.35674677164312585
12,Sb1,0.47436242793673955,14.870117378828793,14.044474119192298,0.7381672511702047,-0.867367279587236,0.010515739420323094,0.18280959034871286,0.7210980722062417
13,Sb1,-1.0629476928601873,14.099225740169977,5.93933832707262,2.916732344899296,-0.8067532537686859,0.7760378957663913,-0.0847872132654992,0.5573421124718431
