sample_id,target,a1,a2,a3,a4,a5,a6,a7,a8
,,,,,,,,,
1,Sb1,-0.890477238228117,10.688310331713147,3.376947817422799,1.7194583937734635,-0.7084283341496318,0.8194538195206156,0.03707030169681704,0.5700155912287889
2,Sb1,-1.1797556007990913,13.6919640388263,8.483491968075034,3.228184491483197,-1.0751606258683823,1.265024644798492,-0.07409556910670367,0.5270110604765084
3,Sb1,0.9856853800419559,9.584053246191962,5.428911680085123,2.2225083386971165,-0.18346115276725744,2.6342994210424195,0.1976286517887356,0.9541523634522108
4,Sb1,2.7983908280988503,12.737921775400553,5.520562188701772,3.7906285136020874,0.7857509665273716,3.5678238720133315,0.3739560891179359,1.2193796560683334
5,Sb1,0.1415031599296812,7.610982002623234,8.815735023426962,7.6319460740130385,0.6000290841025167,1.8332802911700095,0.7680007332893407,0.7058794765913666
6,Sb1,-1.7917570295553196,20.32624035055511,4.375708196182245,1.5400532541103962,-0.15381587235197072,2.3154051051349467,0.16053229059138122,0.8707836328692699
7,Sb1,-5.623231715192339,40.125800479198844,10.852597013358416,3.051885369347288,-0.5989794049449936,0.7800829312906234,0.1286581558078845,0.603415980661118
8,Sb1,-3.87512301586139,1.1855225444717732,6.881008744099434,0.34517109766178333,1.6651189552919448,4.715075882813878,0.9059778959256614,1.4516887174869422
9,Sb1,-1.6129682183700038,11.444181399160835,4.856012887991038,2.1433797323206596,-0.844331481636228,1.0202041509933288,-0.0651132236905819,0.5959723391445584
10,Sb1,-2.0742582704795236,13.034538744519399,4.7946272853391,1.647751513631751,-0.17271634140833841,3.3570036549653217,-0.2556480311721692,0.9165318673433829
11,Sb1,-2.560920332274625,7.756735959068392,8.409352413863923,2.372517870547259,-1.1805005257626675,0.4607172174917029,0.04636091956503399,0.5894919105385569
12,Sb1,8.12888968706588,12.76899002753534,12.344791074230232,5.493278817025567,-0.6127418780615617,1.182147373732938,-0.2813873253155743,0.45944656452190447
13,Sb1,3.1100377803558135,37.90991319901286,6.4801484575167585,2.963085257684184,0.05164632462570472,3.432234833351632,-0.16863427522476052,1.0801000769766602
14,Sb1,-3.7420907097405456,17.069094692145185,10.77525086022774,5.302645055879945,-0.8232182811095667,0.6779569792625278,-0.15545836770358382,0.616387275052447
15,Sb1,-5.531656633634698,16.84274231009739,15.522017852648101,2.883755591485665,-1.004433908662556,0.4436458108512999,0.1528328064184648,0.7831737295192964
16,Sb1,-1.705474379412584,3.0006614353028396,9.094165696937678,1.7229227038945378,-0.9927780213398636,0.5966718842928366,-0.3844877989022786,0.285347066592455
17,Sb1,0.19615321520828521,7.661020750150817,9.588856380225252,5.060327674532063,1.0657887527502905,3.0329312067231697,-0.799160397634952,1.1532590251411006
18,Sb1,1.6634665843135465,20.510977067417283,5.56538141391061,2.638381881882027,-0.2157411490149268,2.178003046687648,-0.0606424146083994,0.8887175690794437
19,Sb1,5.731066735490454,31.33547414731678,9.537366968035743,2.1209077601284894,-0.6723022472501377,0.5688917978006875,-0.02359496239989358,0.7101007478353594
20,Sb1,4.921431777769262,13.625241925509089,12.066956747164427,3.3854205639203347,-1.0717272672470075,0.4816160556337571,-0.1487409752869493,0.6513103538239136
21,Sb1,3.2602180030516292,6.434583924499101,9.972638569505257,0.38674673878023563,5.204931785544918,8.85524613037515,1.2696967800083268,2.9238647320385733
22,Sb1,-1.7354226193509836,24.445145863135266,8.806579324746625,4.164905563437046,-0.6284797317752172,1.712630636693856,0.07553831698178355,0.6989638115425525
23,Sb1,-4.928527118582021,28.324638583914467,9.087935458903408,4.617138827235704,-0.37149788028460173,0.7355810606071622,0.1350667696395867,0.8167701826050879
24,Sb1,-2.6682426879511842,33.193419656065196,6.131282613781345,2.6919275731310535,-0.49599424112773466,2.237374551805807,0.2463941869702556,0.7926197478822312
25,Sb1,-4.111548653338149,23.124071116342623,6.818032795442605,2.245004946905223,0.8045583027941273,4.9386989914213615,-0.37201105109850396,1.2764598409545425
26,Sb1,4.504329405142746,10.687713907866245,9.84379589273337,3.4008010506630586,-0.6658471613505288,1.246091733334112,-0.3348539457123972,0.43076064918848855
27,Sb1,2.8271134694134483,26.603443681358435,8.915729378330875,3.6299088501993744,-0.8066125286473331,1.3097322435840018,-0.07124378057894999,0.574287642408188
28,Sb1,-4.494289325681358,23.007383773466536,10.400034723938262,4.686786048710165,0.5247357330924016,2.9080286875756345,0.05376990972876275,1.1391230065150295
29,Sb1,-3.6802802130802355,5.177511568470425,10.721796032249493,0.03786743904071098,2.3138299458760256,4.630202795134451,-1.1038249933492197,1.4230728606334466
30,Sb1,1.894617775535244,33.43285769873651,7.0600835028801505,2.9973529862925896,-0.26653048080951947,2.322206890863813,0.06600372884705437,0.930807834189148
31,Sb1,5.830913521512083,34.94779407672381,10.168718878051056,4.547708490817327,-0.7745513954901362,0.9369372642749804,-0.01251217327909726,0.7074014291931634
32,Sb1,1.4890281023412484,3.7069309388354656,6.541790534595576,4.076369790425108,0.5812959167868179,1.5648526565386527,-0.2711731651748711,0.8213797583119533
33,Sb1,0.6229051743847417,9.43080319359266,4.0139086356924905,1.6948034803239436,-0.6422058130937595,0.9664375801980369,-0.03320208576435922,0.6172499109863544
34,Sb1,0.6556338793966424,11.948322818057198,6.416597957930542,2.8605412821435667,-0.9392315131651277,0.6388102499515034,-0.09992130559477255,0.5474789070508104
35,Sb1,0.3208037067280635,7.627562238804302,3.5657816891623453,1.528652922105195,-0.7965647640058967,0.9919670045603275,0.01041808277947758,0.4937550718495106
36,Sb1,0.2555604812051241,12.882701476402472,7.579327574945392,3.536916626859496,-0.892966920763419,0.650076910178784,0.0137577466448668,0.5307291929425181
37,Sb1,1.428157447706745,14.563940761192276,7.999238921101937,3.591697246429065,-1.0641764895990005,0.6053145868228897,0.021805229306761365,0.4812654832264187
38,Sb1,0.23264108176596407,15.448808260537579,6.9738723334474235,2.9131792369551355,-0.879032170233657,1.3186900905920536,-0.14438336399006502,0.5812794718890366
39,Sb1,-0.42182786921237764,12.642066808198438,5.943744650132844,2.8141592050991036,-1.0013301926758829,0.5253565729773868,-0.044454697630916494,0.43564492334919847
40,Sb1,1.7756197517936552,18.543206945513877,9.887530513967551,3.295892048061968,-1.1185892573098732,0.41749595996553057,0.010685466978190165,0.44798817372525035
41,Sb1,0.8400232367856127,12.401323276241893,6.542939933706332,3.087467197348409,-0.9886466961020882,0.6249358114386835,-0.0241621133513505,0.5330038331983115
42,Sb1,-0.3275784635279412,13.68084376591227,7.106477227386066,2.8455709510649108,-0.9151640665970425,0.9723971676380482,-0.030807980442103044,0.49830393407268275
43,Sb1,0.8134712742089198,13.40267641913364,8.35343861635571,3.5807199658692745,-0.6739149723195401,2.0029315892012227,-0.0159728289364167,0.7286724100470192
44,Sb1,-1.8322805415244532,19.11884306450301,5.987696663008035,3.351827258484036,-0.6758922022283795,1.8179609833278163,-0.11367953143318467,0.6835572125321203
45,Sb1,1.424986748055651,15.999134877487862,6.00319076013405,3.0300817570409313,-0.9229353392441041,0.644174032749416,0.02476498425917264,0.4944316508711861
46,Sb1,-1.3251783217860305,22.52046245799441,6.406560875100167,3.622370413727244,-0.9107330080610676,0.8324004033894199,0.002815865299913793,0.5805262396261726
47,Sb2,-0.8394254489305295,8.613735592387252,2.236385967103573,1.2428675600317949,-0.8554760181693295,1.3297960020597246,0.0763970315202081,0.5564640198061047
48,Sb2,0.35361324105371156,5.475667433149993,7.727623519635666,2.309415671657553,-1.2601820136478061,0.9245907050845721,0.06555621447794556,0.34033736855046953
49,Sb2,2.937383018178062,13.989791216849671,8.141962013714908,3.2370195213579342,-1.2375175196013484,0.4669079802938865,-0.047222250123459854,0.29966251532503396
50,Sb2,-1.3151350138431133,5.219716729125054,6.835552660752089,1.9284036371251339,-1.1121724910589716,0.44625792863503394,-0.11950521708640469,0.2577373329714075
51,Sb2,1.1707061614296217,12.831666291970619,5.051833226302439,2.0291756610615725,-0.6201251209201742,1.7687985506633854,-0.19345948572750482,0.5987873270047517
52,Sb2,2.1310858812532136,3.181431905556188,5.521036531395091,2.4335877882682864,2.6619565046685305,5.642475109071609,-1.0322026631397616,1.137824560269911
53,Sb2,-1.2833409176007442,1.852227448551303,3.576057129327703,2.643945915135011,2.803047835954871,1.6499558857294274,0.05699817562974163,2.063128162595345
54,Sb2,2.7243873675489776,12.765477089640134,7.051634897140354,3.7432897440003297,-1.018544973412931,0.9638469907714139,-0.03493699075166258,0.4930133392477835
55,Sb2,-0.30488163924421285,2.5771360913134096,4.9354761627445125,0.9183993875480531,-0.9412945756358087,1.1755099049709794,-0.1927631754223009,0.3612826909560022
56,Sb2,1.7022686018753541,17.697320056447147,4.40287391482867,1.421620897669035,-0.5548896495955244,2.4261592782685573,-0.12244648749868503,0.7273604365991819
57,Sb2,3.9431323838793872,27.827189382930314,7.102808917688633,2.1462121052015846,-0.8882259525861725,0.7318902466538117,-0.04677985179602365,0.4311549451349461
58,Sb2,0.7008996679098197,0.2862977468969458,4.274030507223286,0.6852702600644529,-0.2046154114367038,1.8857117264815308,-0.1673299069354493,0.42499452672000027
59,Sb2,-3.029846060487934,16.3470657348427,5.352181773998049,2.9546463219103587,-0.947819097180152,0.9425900567147061,0.1429542229350706,0.4554074050967607
60,Sb2,2.885130845548245,15.353594226316908,5.822281792804564,1.6352870520648461,-0.9554217546798411,0.5380298043635107,0.0916416351935326,0.41086293714907673
61,Sb2,-4.393697363800442,21.997790464348558,8.04697625736116,3.4614237271316104,-0.9203832986783633,0.7331668736676658,0.03350936109488372,0.4806739739321991
62,Sb2,-4.453772981304164,14.692993695393785,14.001882576923126,7.760656306112598,-0.2559952447611725,1.9248767881166307,0.4372828093421277,0.8819571772288035
