sample_id,target,a1,a2,a3,a4,a5,a6,a7,a8,cluster,hierarchical_cluster
1.0,Sb1,-3.322736041673376,13.59864791325111,9.20689980571975,3.434370591444834,-0.3513792107605117,1.426957118367073,0.3543770465935812,0.750626262082028,1,0
2.0,Sb1,9.797124224268018,13.38740891535387,12.567077636618098,8.204095428689033,0.3545328187115385,2.464175452175266,-0.4343406089190446,0.0643599449587302,1,0
3.0,Sb1,1.5055538172803815,22.472039612489198,9.29280256146133,2.966856184551641,-0.7222893724846069,0.6941142996068422,0.0102655479151448,0.6007936788219312,1,0
4.0,Sb1,-3.258188926408743,30.213929247428183,16.0433024297547,7.153179852887155,-1.0812915691842786,0.9132943314671238,-0.2071618495087075,0.4245170694933922,0,1
5.0,Sb1,3.252445027135158,1.8990962901626285,11.833884619280903,0.9567142714312878,-0.998821185556506,0.4024094991488193,-0.3671055295301688,0.2837875306811055,1,0
6.0,Sb1,3.0823259826842584,14.774276796485283,10.952976153079204,4.668521715833433,0.0890154326826968,3.0894256157933486,0.1732040045987129,1.0409132649754755,1,0
7.0,Sb1,4.119064230125204,20.97284371463784,11.915817726337728,4.508173754290916,-0.5733545314392714,1.605529589875363,0.1133030435840007,0.6063399380130947,1,0
8.0,Sb1,4.894334942237872,21.537093171335965,17.669361222008813,4.190041203084344,-0.5365650037304669,1.390737877240571,-0.2950566548770271,0.8324462811991816,1,0
9.0,Sb1,-7.597558797233759,21.521243627910216,22.69294837616828,6.450355046612351,-0.7649085116515761,0.2405279295503481,-0.334252215125808,0.3513283857229907,1,0
10.0,Sb1,-4.543088059285302,40.03464628137127,14.231852666079558,6.911220274883717,-0.779472846649536,0.7441343575243273,0.245891719329485,0.5879993230247481,0,1
11.0,Sb1,4.438272175299261,14.85770721200782,11.980891153231024,6.116971611765547,-1.1606621310546712,0.413791791298034,0.0793254149362256,0.568335005212423,1,0
12.0,Sb1,3.167244944801558,11.93866331296648,16.815771021347313,4.107392766805448,-1.2195834358794653,0.1394406424623266,0.2961567494710921,0.3805588010332161,1,0
