sample_id,target,a1,a2,a3,a4,a5,a6,a7,a8,cluster,hierarchical_cluster
1.0,Sb1,-0.4623289546876714,14.010130996608028,10.57118877635014,2.327293997221199,0.1183614634745623,2.6413335529170228,-0.2250167984272561,1.0624927510992173,1,0
2.0,Sb1,4.454146162533259,7.316710773465834,7.065104123308562,1.674909507730948,0.122634179695969,1.979322004415753,0.3086683749727033,1.0676764057974892,1,0
3.0,Sb1,2.12701828783702,42.099216766177,11.494648427532102,5.573890520156726,-1.0041274299550274,0.5919756629208235,-0.1999105739960499,0.502267019461211,0,1
4.0,Sb1,0.4068730881009182,8.40342874277599,6.875019844967771,2.293803488178395,-0.71409003680834,1.609275102206861,-0.2779887217658043,0.6865237791621106,1,0
5.0,Sb1,5.770058757978501,3.537940473277029,13.583878975352542,2.661281049461381,-1.0697984254867907,0.4040048309467144,-0.0673045870819823,0.144068776028761,1,0
6.0,Sb1,1.8239110937888845,8.080166349151009,8.516490335894074,4.146228600913574,-0.479941831425648,2.597716312186398,0.1920202903476837,0.7518258238910679,1,0
7.0,Sb1,1.3723648480911912,10.087099831217632,9.360151757041718,4.029239221936335,-0.5814985764939791,1.3293643292185031,0.0217838862298153,0.7240336909172095,1,0
8.0,Sb1,3.717203471189212,18.269596250208608,10.927670815289432,3.6722111180544936,-1.1277992279040865,0.2346716794518295,-0.0810830460359463,0.3535725265749496,1,0
9.0,Sb1,-6.162822761312815,11.166314606985075,13.372129767599883,0.9379233287386628,-0.7128340589072333,0.0709798894778959,-0.0516082687603361,0.2558819836624377,1,0
10.0,Sb1,-1.965502950829413,29.935166501146547,12.40612884844022,6.269967071674781,-0.7394622462827551,1.3583428029774371,0.0409183185377402,0.6866118474529951,0,1
11.0,Sb1,0.4677564104529506,5.420324644398973,10.390734212749171,3.833461177545284,-1.0532537082942244,0.439487460198266,-0.2690314762722647,0.3567467716431258,1,0
12.0,Sb1,0.4743624279367395,14.870117378828793,14.044474119192298,0.7381672511702047,-0.867367279587236,0.010515739420323,0.1828095903487128,0.7210980722062417,1,0
13.0,Sb1,-1.0629476928601873,14.099225740169976,5.93933832707262,2.916732344899296,-0.8067532537686859,0.7760378957663913,-0.0847872132654992,0.5573421124718431,1,0
14.0,Sb1,-3.990992457335864,12.282742611890766,11.44038138782028,1.683481054529635,1.4680665510277255,3.1539644263265183,-0.6499656754639604,1.2926701764637445,1,0
15.0,Sb1,4.298515162156407,33.78728564463934,8.20149952026253,5.358955150262791,-0.2924862280070258,2.475492329526698,-0.2090197220689486,0.8766429174857058,0,1
16.0,Sb1,4.252997762267521,36.54297013387324,12.111123092656976,2.526404483236416,-0.3717617177455298,0.9805448765725592,0.006600440175356,0.8443484211409213,0,1
17.0,Sb1,1.9120408165979512,21.32358249974212,7.416132335238164,3.919464828521641,-0.1868602415812561,3.296648816442925,-0.1167578280602362,0.947543287940152,1,0
18.0,Sb1,-2.722128140522845,26.707691798245477,9.773623013301492,3.3277965708749537,-0.4123245348090054,2.2091838867413327,-0.0028460647305586,0.6955910296466886,0,1
19.0,Sb1,5.288734741727426,33.46380698453667,12.471138477837863,5.233777466478913,-1.1504959396352556,0.4566852224432645,0.1269877688048011,0.3588222395736135,0,1
20.0,Sb1,-2.1732199635581404,3.8969279083029655,14.255752347677486,4.25586729605595,-1.0869972110313983,0.0570714482592322,-0.1179848181054513,0.4503236472448481,1,0
21.0,Sb1,1.1236161136714404,7.264474915940474,6.715173027036394,1.427000317667902,1.006054216160118,3.5692449297758198,0.8590499305856039,0.8735812565587566,1,0
22.0,Sb1,0.6725368264638732,10.567392855097944,4.553483713386571,2.11800696430484,-0.8125593904677484,0.4869913289825149,0.0670117799993735,0.5511389236576911,1,0
23.0,Sb1,3.6144992085093377,22.845708415143257,12.904745305528952,3.55066826529282,-0.8979028727838974,0.9678427231158208,-0.0367660222156802,0.5878147499501877,0,0
24.0,Sb1,0.8667854398346952,12.856985681705082,11.427227418603737,5.298941170016394,-1.0921593007474677,0.6883749006971968,-0.0726757420372951,0.4811319397088416,1,0
25.0,Sb1,-4.976155315593226,40.50359519295901,14.826161983402567,5.469092443411579,-0.100577596686625,2.026142647654424,0.234470174489772,0.968387624778178,0,1
26.0,Sb1,1.1132752785117654,18.272643389576217,21.643175513062104,4.763748461387418,-0.7548750572762147,0.4357055808520862,0.2071217917253398,1.099719574985288,1,0
27.0,Sb1,-1.1620163604683618,13.6920193842385,5.28623812359504,2.620310576625462,-0.8010483147435074,0.8033686098398505,0.0284938560965608,0.5642309171474293,1,0
28.0,Sb1,-1.0490905981707497,16.224781330397875,10.956880345115351,4.598798994431815,-1.0426438484609577,0.7608105963015338,-0.036190383263582,0.4930141682807109,1,0
